Instrument,Deal PermID,Package Identifier,Master Deal Type Code,All New Issues Manager Roles Code,Manager's Role Code,Dates: Issue Date,Issuer/Borrower Name Full,Issuer/Borrower PermID,Issue Type,Transaction Status,Issuer/Borrower Nation,New Issues Current Filing Date,Offer Price (%),Proceeds Amount Incl Overallotment Sold All Markets,Issuer/Borrower Stock Exchange Name,Security Type All Markets,Offering Technique,New Issues Fees: Gross Spread as Pct of Principal Amount This Market,Issuer/Borrower TRBC Economic Sector,Bookrunner Or Co-Managers,Master Deal Type,New Issues Offer Price,New Issues Fees: Gross Spread as Pct of Principal Amount This Market.1,Adjusted Offer Price,Stock Price at Close of Issue Date,Issuer Stock Price 1 Day Prior to Filing Date,ISIN,RICs,bestMatch,symbol,error,best_RIC,RIC_LSE
154084775409,154084775409,2149838,UKC,BM|CM|GL,BM|CM,2006-08-01,Heritage Underwriting Agency  PLC,4295894338.0,IPO,Live,United Kingdom,,,18.0,London AIM,Ordinary Shares,Offer for Sale,na,Financials,KBC Peel Hunt Ltd,UK Common Stock,0.75,-999.0,1.407,1.445,,GB00B18CPX20,"['HUA.L^F08', 'HEAUF.PK^G08', 'HUA.BE^F08', 'HUA.mEUR^F08', 'HUA.PO^F08', 'HUA.mGBP^F08']",{'error': 'No best match available'},GB00B18CPX20,,,
154084775446,154084775446,2168871,UKC,BM,BM,2006-09-21,Network Data Holdings PLC,4295895686.0,IPO,Live,United Kingdom,,,0.22,London AIM,Common Stock,Negotiated Sale|Firm Commitment,na,Financials,Noble & Co Ltd,UK Common Stock,0.4,-999.0,0.76,0.808,,GB00B16NT791,"['NDH.L^F09', 'NDH.BE^F09', 'NDH.PO^L08', 'NDHGBP.PZ^F09']",{'error': 'No best match available'},GB00B16NT791,,,
154084775636,154084775636,2155082,UKC,BM,BM,2006-08-14,Best of the Best Plc,4295894724.0,IPO,Live,United Kingdom,,,2.50000002,London AIM,Ordinary Shares,Offer for Sale,na,Consumer Cyclicals,Charles Stanley & Co Ltd,UK Common Stock,0.63,-999.0,1.189,,,GB00B16S3505,"['BOTBl.BCU', 'BOTB.L^H23', 'BOTBl.TRE^H23', 'BEST.F^J23', 'BEST.SG^J23', 'BEST.BE^H23', 'BESTgb.PZ^A12', 'BESTgb.ASE^H23', 'BEST.DEU^J23', 'BEST.TG^E13', 'BOTBl.STp^F21', 'BEST.PO^L08', 'BOTBl.ICEM^L21', 'BOTBl.TRU^H23', 'BOTBl.ICEM^K22', 'BOTBl.BCO']",{'RIC': 'BOTB.L^H23'},GB00B16S3505,,,
154084775643,154084775643,2155877,UKC,BM,BM,2006-08-22,Aurelian Oil & Gas PLC,4295894267.0,IPO,Live,United Kingdom,,,12.6338201,OTC|London AIM,Ordinary Shares,Offer for Subscription,na,Energy,FOX DAVIES CAPITAL,UK Common Stock,0.55,-999.0,1.038,,,GB00B15S8C31,"['AUL.L^A13', 'G3K.F^A13', 'G3K.DE^E11', 'G3K.BE^A13', 'AROGF.PK^B13', 'G3K.SG^A13', 'AULgb.PZ^A12', 'AULl.INS^K08', 'G3K.mGBP^A13', 'AUL.mEUR^D12', 'G3K.DEU^A13', 'AUL.mGBP^D12', 'AUL.PO^L08', 'G3K.mEUR^A13', 'G3K.TG^A13']",{'error': 'No best match available'},GB00B15S8C31,,,
154084776058,154084776058,2081731,EC,BM,BM,2005-12-05,Amiad Filtration Systems Ltd,4295875213.0,IPO,Live,Israel,,,8.01144051,London AIM,Ordinary Shares,Offer for Sale,na,Industrials,Panmure Gordon & Co Ltd,Euro & Foreign Common Stock,1.29,-999.0,2.247,,,IL0010943905,"['AMD.TA', 'AFSl.TXEA', 'AFS.L^H21', 'AFSL.F^H21', 'AFSL.DE^E11', 'AFSl.TRE^H21', 'AFSL.SG^H21', 'AFSLF.PQ^K19', 'AFSLF.PK^K19', 'AFSL.BE^H21', 'AFSgb.PZ^A12', 'AFS.PO^L08', 'AFSl.DAp^I20', 'AFSL.DEU^H21', 'AFSL.TG^L18', 'AFSl.DAp^E20', 'AFSl.BCO^L21', 'A5F.QTX^K20', 'AFSl.BCU^L21', 'AFSl.INS^K08', 'AFSl.TRU^H21']",{'RIC': 'AMD.TA'},IL0010943905,,,
154084776067,154084776067,2084681,EC,BM,BM,2005-10-13,Energy XXI Acquisition Corp,4295859626.0,IPO,Live,Bermuda,,,171.56999944,London AIM,Ordinary Or Common Shares,Firm Commitment|Offer for Subscription,na,Energy,Collins Stewart Ltd,Euro & Foreign Common Stock,3.43,-999.0,30.123,,,BMG100821401,"['EXXSx.L^L14', 'EXXI.F^A17', 'EXXI.DE^E11', 'EXXI.OQ^D16', 'EXXI.DG^D16', 'EXXIQ.PK^L16', 'EXXI.Z^D16', 'EXXI.B^D16', 'EXXI.SG^F16', 'EXXI.BE^A17', 'EXXIQ.PQ^L16', 'EXXI.B^J07', 'EXXI.PH^B09', 'EXXI.DY^D16', 'EXXI.ZY^D16', 'EXXI.PH^D16', 'EXXIgb.PZ^A12', 'EXXI.MW^D16', 'EXXI.DF^D16', 'EXXI.NB^D16', 'EXXI.II^G10', 'EXXSx.PO^L08', 'EXXIl.BCO^C15', 'EXXI.TG^D16', 'EXXI.BAT^D16', 'EXXI.DEU^A17', 'EXXI.BYX^D16', 'EXXI.C^D16', 'EXXI.A^I12', 'EXXI.ITC^D16', 'EXXI.W^E14', 'EXXI.P^D16', 'EXXSxl.INS^K08']",{'error': 'No best match available'},BMG100821401,,,
154084776068,154084776068,2084684,EC,BM,BM,2005-03-21,Dori Media Group Ltd,4295874978.0,IPO,Live,Israel,,,3.23176512,London AIM,Ordinary Or Common Shares,Offer for Subscription|Firm Commitment,na,Consumer Cyclicals,Nabarro Wells & Co Ltd,Euro & Foreign Common Stock,1.18,-999.0,2.247,,,IL0010922388,"['DMG.L^E11', 'DMG.BE^I12', 'DMGgb.PZ^E11', 'DMG.PO^L08', 'DMGl.INS^K08']",{'error': 'No best match available'},IL0010922388,,,
154084776245,154084776245,2099739,UKC,BM,BM,2006-03-20,Servocell Group,4295895887.0,IPO,Live,United Kingdom,2006-03-20,,5.50000044,London AIM,Ordinary Shares,Offer for Sale,na,Technology,Brewin Dolphin Bell Lawrie Ltd,UK Common Stock,0.54,-999.0,0.947,1.071,,GB00B0WFWK60,"['SERV.L^A08', 'SERVl.INS^A08', 'SERV.BE^A08', 'SERV.mEUR^A08', 'SERV.PO^A08', 'SERV.mGBP^A08']",{'error': 'No best match available'},GB00B0WFWK60,,,
154084776415,154084776415,2087908,UKC,BM,BM,2006-01-23,China Goldmines PLC,4295895726.0,IPO,Live,United Kingdom,2006-01-23,,4.5,London AIM,Ordinary Shares,Offer for Sale,na,Basic Materials,Brewin Dolphin Bell Lawrie Ltd,UK Common Stock,0.6,-999.0,1.072,,,GB00B0T4LB03,"['CGM.L^G11', 'C5H.F^G11', 'C5H.DE^E11', 'C5H.BE^J12', 'CGMPF.PK^E10', 'C5H.SG^G11', 'CGMgb.PZ^G11', 'CGM.mEUR^J12', 'CGMl.INS^K08', 'C5H.DEU^G11', 'CGM.mGBP^D12', 'CGM.PO^L08']",{'error': 'No best match available'},GB00B0T4LB03,,,
154084776416,154084776416,2087915,UKC,BM,BM,2006-02-10,Solomon Gold PLC,4295894228.0,IPO,Live,Australia,2006-02-10,,5.0,London AIM,Ordinary Shares,Offer for Sale,na,Basic Materials,Williams de Broe PLC,UK Common Stock,0.5,-999.0,0.868,0.898,,GB00B0WD0R35,"['SOLG.L', 'SOLGGBP.xbo', 'SOLG.TO', 'SOLG.F', 'SOLG.CCP', 'SOLGl.CHI', 'SOLGl.BS', 'SOLG.SG', 'SLGGF.PK', 'SOLG.D', 'SOLGl.TQ', 'SOLG.BE', 'SOLG.MU', 'SOLG.GO', 'SOLGl.SIG', 'SOLGl.TRE', 'SOLG.xt', 'SLGGF.PQ', 'SOLG.TG', 'SOLG.ALP', 'SOLG.NEO', 'SOLG.NLB', 'SOLG.CXX', 'SOLGl.AQX', 'SOLGl.TRU', 'SOLG.CXC', 'SOLG.OMG', 'SOLGl.TPRM', 'SOLG.NBC', 'SOLG.GTX', 'SOLG.LNX', 'SOLGl.TXEA', 'SOLG.DEU', 'SOLG.NED', 'SOLG.CD2', 'SOLGl.BCU', 'S8F.QTX', 'SOLG.DE^E11', 'SOLGgb.PZ^A12', 'SOLGl.ENp^H20', 'SOLGl.TRXA^E22', 'SOLGl.DAp^G21', 'SOLGl.TWEA^J20', 'SOLGl.TWEA^L20', 'SOLGl.TRXA^L21', 'GB00B0WD0R35.GTX^J21', 'SOLGl.TWEM^G23', 'SOLGl.TRXA^I21', 'SOLGl.TBEA^J22', 'SOLGl.MSF^I21', 'SOLGl.TWEM^F22', 'SOLGl.TRXA^K20', 'SOLGl.NXT^E20', 'SOLGl.INS^K08', 'SOLG.PO^L08', 'SOLGl.BCO', 'SOLGl.VIp', 'SOLGl.TRXA']",{'RIC': 'SOLG.L'},GB00B0WD0R35,,,SOLG.L
154084776417,154084776417,2087923,UKC,BM,BM,2006-01-27,Intercytex Group Plc,4295897732.0,IPO,Live,United Kingdom,2006-01-27,,15.00000012,London AIM,Ordinary Shares,Offer for Sale,na,Healthcare,Piper Jaffray Inc,UK Common Stock,1.08,-999.0,1.908,,,GB00B0762609,"['ICX.L^A10', 'ICX.F^A10', 'ICX.DE^A10', 'ICX.BE^A10', 'ICYXF.PK^C11', 'ICXGBP.PZ^A10', 'ICX.DEU^A10', 'ICX.mGBP^A10', 'ICX.PO^L08', 'ICX.mEUR^A10', 'ICXl.INS^K08']",{'error': 'No best match available'},GB00B0762609,,,
154084776418,154084776418,2087944,UKC,BM,BM,2006-01-23,Chariot(UK)PLC,4295899133.0,IPO,Live,United Kingdom,2006-01-23,,9.6025,London AIM,Ordinary Shares,Offer for Sale,na,Consumer Cyclicals,Noble & Co Ltd,UK Common Stock,1.15,-999.0,2.054,,,GB00B0P0XQ12,"['CHOT.L^H08', 'C5Y.BE^H08', 'CHOTl.INS^H08']",{'error': 'No best match available'},GB00B0P0XQ12,,,
154084776617,154084776617,2082242,EC,BM,BM,2005-12-22,The Ottoman Fund Ltd,4295894215.0,IPO,Live,Jersey,,,150.0,London AIM,Ordinary Shares,Offer for Sale,na,Real Estate,Numis Securities Ltd,Euro & Foreign Common Stock,1.0,-999.0,0.164,,,GB00B0PJ6V42,"['LP65080625^F16', 'OTM.L^D18', 'OTMl.TRE^D18', 'OTMgb.PZ^A12', 'OTMl.BCO^H18', 'OTM.mEUR^D12', 'OTMl.INS^K08', 'OTM.mGBP^D12', 'OTM.PO^L08']",{'error': 'No best match available'},GB00B0PJ6V42,,,
154084776632,154084776632,2075717,EC,BM,BM,2005-12-13,Pan Pacific Aggregates PLC (NOW 3A2730),4295896429.0,IPO,Live,Canada,,,2.54,London AIM,Ordinary Or Common Shares,Firm Commitment|Offer for Subscription,na,Basic Materials,Insinger de Beaufort Holdings,Euro & Foreign Common Stock,0.8,-999.0,141.528,,,GB00B0M9M645,,{'error': 'No best match available'},GB00B0M9M645,Unknown symbol,,
154084776635,154084776635,2075732,UKC,BM,BM,2005-12-16,Zirax PLC,4295896576.0,IPO,Live,United Kingdom,2005-12-13,,7.74,London AIM,Ordinary Or Common Shares,Firm Commitment|Offer for Subscription,na,Basic Materials,Westhouse Securities LLP,UK Common Stock,0.15,-999.0,0.265,0.31,,GB00B0T9VS23,"['ZRX.L^B10', 'ZRX.BE^B10', 'ZRXGBP.PZ^B10', 'ZRX.PO^L08', 'ZRXl.INS^K08']",{'error': 'No best match available'},GB00B0T9VS23,,,
154084776636,154084776636,2075736,EC,BM,BM,2005-12-13,XXI Century Investments Public Ltd,4297253837.0,IPO,Live,Cyprus,2005-12-13,,78.1724,London AIM,Ordinary Or Common Shares,Offer for Sale|Offer for Subscription|Firm Commitment,na,Real Estate,ING Bank NV,Euro & Foreign Common Stock,5.86,-999.0,10.366,11.517,,XS0301329479,,{'error': 'No best match available'},XS0301329479,,,
154084776637,154084776637,2075748,UKC,BM,BM,2005-11-03,Abcam PLC,4295897910.0,IPO,Live,United Kingdom,,,15.23999916,London AIM,Ordinary Or Common Shares,Offer for Subscription,na,Healthcare,Numis Securities Ltd,UK Common Stock,1.67,-999.0,0.591,3.568,,GB00B0LWCX12,,{'error': 'No best match available'},GB00B0LWCX12,Unknown symbol,,
154084776639,154084776639,2075752,UKC,BM,BM,2005-11-22,BNS Telecom Group PLC,4295898978.0,IPO,Live,United Kingdom,,,7.99999956,London AIM,Ordinary Or Common Shares,Offer for Subscription|Firm Commitment,na,Technology,KBC Peel Hunt Ltd,UK Common Stock,0.54,-999.0,0.929,,,GB00B0MV3J01,"['BTP.L^F09', 'BTP.BE^F09', 'BTPGBP.PZ^F09', 'BTP.PO^L08']",{'error': 'No best match available'},GB00B0MV3J01,,,
154084776749,154084776749,2105072,EC,BM,BM,2006-03-23,Eastern European Property Fund Ltd,4297502274.0,IPO,Live,Guernsey,2006-03-23,,20.0,London AIM,Ordinary Shares,Offer for Sale,na,Financials,Collins Stewart Ltd,Euro & Foreign Common Stock,1.0,-999.0,1.734,1.795,,GB00B0XQ3R24,"['EEUP.L^D18', 'EEPl.TRE^D18', 'E3D.BE^D18', 'EEPgb.PZ^A12', 'EEUP.mEUR^D12', 'EEUP.PO^L08', 'EEPl.BCO^H18', 'EEUP.mGBP^D12', 'LP65100497^D18', 'E3D.TG^K14', 'EEPl.TRXA^K20', 'EEUPl.INS^K08']",{'error': 'No best match available'},GB00B0XQ3R24,,,
154084776760,154084776760,2132665,EC,BM,BM,2006-05-24,IGM Ltd,4295896221.0,IPO,Live,Jersey,,,9.945315895,London AIM,Ordinary Shares,Offer for Sale,na,Technology,Libertas Capital Group Plc,Euro & Foreign Common Stock,0.515,-999.0,0.962,0.766,,GB00B138DS65,"['IGMG.L^C07', 'IGMG.BE^C07', 'IGMG.PO^C07']",{'error': 'No best match available'},GB00B138DS65,,,
154084776880,154084776880,2077178,UKC,BM,BM,2005-10-20,SPI Lasers PLC,4295899001.0,IPO,Live,United Kingdom,2005-10-26,,25.4866104,London AIM,Ordinary Or Common Shares,Firm Commitment|Offer for Sale|Placement|Offer for Subscription,na,Industrials,Panmure Gordon & Co Ltd,UK Common Stock,1.44,-999.0,2.555,,,GB00B0LL6G95,"['SPIL.L^K08', 'SPIL.BE^K08', 'SLERF.PK^K08', 'SPILl.INS^K08', 'SPILGBP.PZ^B09', 'SPIL.mEUR^K08', 'SPIL.mGBP^K08', 'SPIL.PO^K08']",{'error': 'No best match available'},GB00B0LL6G95,,,
154084776982,154084776982,2093975,UKC,BM,BM,2006-03-08,The Core Business,,IPO,Live,United Kingdom,2006-03-08,,0.411065,London AIM,Ordinary Shares,Offer for Sale,na,Consumer Non-Cyclicals,Lewis Charles Securities Ltd,UK Common Stock,0.04,-999.0,0.069,,,GB00B0Z0JP28,,{'error': 'No best match available'},GB00B0Z0JP28,Unknown symbol,,
154084777156,154084777156,2074584,UKC,JB|JB,JB|JB,2005-12-08,Dawnay Day Treveria PLC,4295897599.0,IPO,Live,United Kingdom,,,408.87108,London AIM,Ordinary Shares,Offer for Sale,na,Real Estate,Citigroup|Deutsche Bank,UK Common Stock,1.0,-999.0,1.181,,,GB00B0RFL714,"['GWIK.L^C17', 'DTREUR.PAp^K07', 'DTREUR.DEp^K07', 'DTR.DE^E11', 'DTR.F^C17', 'TRVZF.PQ^E14', 'DTR.BE^B16', 'TRVZF.PK^E14', 'DTREUR.SGp^K07', 'DTREUR.STp^K07', 'DTREUR.STp^E08', 'DTREUR.OLp^K07', 'DTREUR.OLp^E08', 'GWIKgb.ISD^C17', 'TRVT.xt^D13', 'TRVgb.PZ^A12', 'DTR.xEUR^A09', 'DTR.rEUR^J07', 'DTR.DEU^C17', 'DTREUR.Ip^D08', 'DTRl.INS^K08', 'DTREUR.xt^A09', 'GWIKl.BCO^F17', 'TRVT.rEUR^J09', 'DTR.PO^L08', 'DTREUR.Ip^K07']",{'error': 'No best match available'},GB00B0RFL714,,,
154084777510,154084777510,2096663,UKC,BM,BM,2006-03-02,Arthro Kinetics PLC,4295897854.0,IPO,Live,United Kingdom,2006-03-02,,6.0,London AIM,Ordinary Shares,Offer for Sale,na,Healthcare,Nomura International PLC,UK Common Stock,1.2,-999.0,2.099,2.161,,GB00B0XQ4466,"['AKI.L^L08', 'AKI.SG^A08', 'AHRKF.PK^D10', 'AKI.BE^A08', 'AKIl.INS^K08', 'AKIGBP.PZ^B09', 'AKI.PO^L08']",{'error': 'No best match available'},GB00B0XQ4466,,,
154084777529,154084777529,2130415,EC,BM,BM,2006-05-31,Essentially Group Ltd,4295897721.0,IPO,Live,Jersey,2006-05-31,,1.99999995,London AIM,Ordinary Shares,Offer for Sale,na,Consumer Cyclicals,Corporate Synergy PLC,Euro & Foreign Common Stock,0.15,-999.0,0.28,0.337,,GB0032118878,"['ESN.L^K09', 'ESN.BE^G11', 'ESNGBP.PZ^K09', 'ESNl.INS^K08', 'ESN.PO^L08', 'ESN.mGBP^K09', 'ESN.mEUR^K09']",{'error': 'No best match available'},GB0032118878,,,
154084777552,154084777552,2101954,UKC,BM,BM,2006-03-17,Invocas Group PLC,4295894171.0,IPO,Live,United Kingdom,2006-03-17,,9.50890935,London AIM,Ordinary Shares,Offer for Sale,na,Technology,Charles Stanley & Co Ltd,UK Common Stock,1.11,-999.0,1.949,2.581,,GB00B0ZGN364,"['INVO.L^G10', 'INVO.BE^G10', 'INVOGBP.PZ^G10', 'INVO.TG^G10', 'INVO.mEUR^G10', 'INVOl.INS^K08', 'INVO.mGBP^G10']",{'error': 'No best match available'},GB00B0ZGN364,,,
154084777688,154084777688,2075756,UKC,BM|CM,BM|CM,2005-10-21,Dowlis Corporate Solutions PLC,4295894445.0,IPO,Live,United Kingdom,,,4.5,London AIM,Ordinary Or Common Shares,Offer for Subscription|Firm Commitment,na,Technology,Zeus Capital Ltd,UK Common Stock,0.36,-999.0,0.636,,,GB00B0LSFV82,"['ALT.L', 'ALTl.TRE', 'D9E.F', 'D9E.SG', 'ALTl.BCU', 'D9E.DEU', 'ALTl.TRU', 'ALT.BE^A12', 'DOWLF.PQ^I22', 'DOWLF.PK^I22', 'ALTgb.PZ^A12', 'ALTl.TWEA^J20', 'ALT.PO^L08', 'ALTl.TRXA^K20', 'ALT.TG^A12', 'ALTl.BCO']",{'RIC': 'ALT.L'},GB00B0LSFV82,,,ALT.L
154084777689,154084777689,2075758,UKC,BM,BM,2005-10-28,Elephant Loans & Mortgages PLC,4295897728.0,IPO,Live,United Kingdom,,,0.64999998,London AIM,Ordinary Or Common Shares,Firm Commitment|Offer for Subscription,na,Financials,SVS Securities Plc,UK Common Stock,0.03,-999.0,0.053,,,GB00B0NJSD21,"['ELEL.L^J08', 'ELEL.BE^J08', 'ELEL.PO^J08']",{'error': 'No best match available'},GB00B0NJSD21,,,
154084777690,154084777690,2075762,UKC,BM,BM,2005-11-15,Hargreaves Services PLC,4295899123.0,IPO,Live,United Kingdom,,,23.19999975,OTC|London AIM,Ordinary Or Common Shares,Offer for Subscription|Firm Commitment,na,Energy,Brewin Dolphin Securities Ltd,UK Common Stock,2.43,-999.0,4.216,,,GB00B0MTC970,"['HASE.L', 'HASE.BE', 'HSPl.TQ', 'HSPgb.ASE', 'HASE.F', 'HSPl.TRE', 'HASE.SG', 'HGRVF.PK', 'HGRVF.PQ', 'HASE.TG', 'HSPl.TRU', 'HASE.BN', 'HASE.DEU', 'HSPl.BCU', 'HSPl.TXEA', 'HASE.DE^E11', 'HSPgb.PZ^A12', 'HSPl.TXEA^G23', 'HSPl.DAp^K20', 'HASE.mEUR^K14', 'HASE.mEUR^D12', 'HASE.PO^L08', 'HASE.rGBP^J09', 'HASE.rEUR^J09', 'HASEl.INS^K08', 'HSPl.TBEA^I21', 'HSPl.TBEA^E22', 'HSPl.TRXA^L20', 'HASE.mGBP^D12', 'HASE.mGBP^K14', 'HSPl.DAp^G21', 'HSPl.DAp^E20', 'HSPl.BCO']",{'RIC': 'HASE.L'},GB00B0MTC970,,,HASE.L
154084777692,154084777692,2075768,UKC,BM,BM,2005-11-08,Mattioli Woods PLC,4295897685.0,IPO,Live,United Kingdom,,,5.99999928,London AIM,Ordinary Or Common Shares,Offer for Subscription|Firm Commitment,na,Financials,Williams de Broe PLC,UK Common Stock,1.32,-999.0,2.302,,,GB00B0MT3Y97,"['MTWL.L', 'MTWl.TRE', 'MTWL.BE', 'MTWl.TRU', 'MTWl.BCU', 'MTWl.TPRM', 'MTWl.ICEM', 'MTWgb.PZ^A12', 'MTWl.ICEM^F21', 'MTWl.TBEA^I21', 'MTWl.TBEA^G23', 'MTWL.PO^L08', 'MTWl.TRXA^H21', 'MTWL.TG^J18', 'MTWL.mGBP^D12', 'MTWl.TRXA^K20', 'MTWl.ICEM^B23', 'MTWL.mEUR^D12', 'MTWl.BCO']",{'RIC': 'MTWL.L'},GB00B0MT3Y97,,,MTWL.L
154084777694,154084777694,2075774,UKC,BM,BM,2005-11-03,Phoqus Ltd,4295897882.0,IPO,Live,United Kingdom,,,9.9999998,London AIM,Ordinary Or Common Shares,Offer for Subscription|Firm Commitment,na,Healthcare,Code Securities Ltd,UK Common Stock,1.4,-999.0,,2.524,,GB00B0M4CD64,"['PQS.L^I08', 'PQS.BE^I08', 'PQS.mEUR^I08', 'PQS.mGBP^I08', 'PQS.PO^I08', 'PQSl.INS^I08']",{'error': 'No best match available'},GB00B0M4CD64,,,
154084777695,154084777695,2075776,UKC,BM,BM,2005-11-02,Software Radio Technology PLC,4295897753.0,IPO,Live,United Kingdom,,,4.03999995,London AIM,Ordinary Or Common Shares,Offer for Subscription|Firm Commitment,na,Technology,Westhouse Securities LLP,UK Common Stock,0.35,-999.0,0.621,0.684,,GB00B0M8KM36,"['SORA.L', '6S7.F', 'SRTl.TRE', '6S7.SG', 'SRTl.TRU', 'SRTl.TPRM', 'SRTl.BCU', '6S7.DEU', 'SORA.SMp^J17', 'SFTWF.PQ^J21', 'SFTWF.PK^J21', 'SRTgb.PZ^A12', 'SORA.PO^L08', 'SRTl.ICEM^K22', 'SORAl.INS^K08', 'SRTl.TRXA^L20', 'SRTl.TWEA^J20', 'SORA.mGBP^D12', 'SORA.mGBP^K14', 'SRTl.SIG^G17', 'SORA.mEUR^K14', 'SORA.mEUR^D12', 'SRTl.BCO']",{'RIC': 'SORA.L'},GB00B0M8KM36,,,SORA.L
154084777696,154084777696,2075780,UKC,BM,BM,2005-11-07,Synexus Ltd,4296581080.0,IPO,Live,United Kingdom,,,5.15000005,London AIM,Ordinary Or Common Shares,Offer for Subscription|Firm Commitment,na,Healthcare,Brewin Dolphin Securities Ltd,UK Common Stock,0.65,-999.0,,,,GB00B0L20P93,"['SNXL.L^L07', 'SNXL.BE^L07', 'SNXL.PO^L07']",{'error': 'No best match available'},GB00B0L20P93,,,
154084777746,154084777746,2088644,UKC,BM|JL,BM|JL,2006-01-12,Greenhouse Fund,4295897438.0,IPO,Live,United Kingdom,2006-01-12,,9.8,London AIM,Ordinary Or Common Shares,Offer for Sale,2.00000,Consumer Non-Cyclicals,Not Available|Evolution Securities Ltd,UK Common Stock,0.1,2.0,8.802,0.273,,GB00B0T2CP59,,{'error': 'No best match available'},GB00B0T2CP59,Unknown symbol,,
154084777816,154084777816,2099257,UKC,BM,BM,2006-03-21,Kalahari Minerals PLC,4295897767.0,IPO,Live,United Kingdom,2006-03-21,,6.0,London AIM,Ordinary Shares,Offer for Sale,na,Energy,Corporate Synergy PLC,UK Common Stock,0.15,-999.0,0.262,,,GB00B117S132,"['KAH.L^D12', 'KAH.DE^E11', 'KAH.F^D12', 'KAH.SG^D12', 'KAH.BE^D12', 'KMPLF.PQ^J13', 'KMPLF.PK^J13', 'KAHEUR.STp^A13', 'KAHGBp.STp^A13', 'KAHgb.PZ^A12', 'KAH.NM^E12', 'KAHl.INS^K08', 'KAH.mEUR^D12', 'KAH.mGBP^D12', 'KAH.DEU^D12', 'KAH.rGBP^J09', 'KAH.PO^L08', 'KAH.TG^D12', 'KAH.rEUR^J09']",{'error': 'No best match available'},GB00B117S132,,,
154084777818,154084777818,2099261,EC,JB|JB,JB|JB,2006-03-24,Aurora Russia Ltd,4295893847.0,IPO,Live,Guernsey,2006-03-24,,75.0,London AIM|OTC,Ordinary Or Common Shares,Offer for Sale,na,Financials,Investec Investment Banking|Altium Capital Limited,Euro & Foreign Common Stock,1.0,-999.0,1.742,1.83,,GB00B0Z52Y71,"['AURR.L^C16', 'AURR.BE^C16', 'AURRF.PQ^D16', 'AURRF.PK^D16', 'AURRgb.PZ^A12', 'AURRl.INS^K08', 'AURR.TG^K14', 'LP68135664^C16', 'AURR.mGBP^D12', 'AURR.mEUR^D12', 'AURRl.BCO^G16', 'AURR.PO^L08']",{'error': 'No best match available'},GB00B0Z52Y71,,,
