Instrument,Deal PermID,Package Identifier,Master Deal Type Code,All New Issues Manager Roles Code,Manager's Role Code,Dates: Issue Date,Issuer/Borrower Name Full,Issuer/Borrower PermID,Issue Type,Transaction Status,Issuer/Borrower Nation,New Issues Current Filing Date,Offer Price (%),Proceeds Amount Incl Overallotment Sold All Markets,Issuer/Borrower Stock Exchange Name,Security Type All Markets,Offering Technique,New Issues Fees: Gross Spread as Pct of Principal Amount This Market,Issuer/Borrower TRBC Economic Sector,Bookrunner Or Co-Managers,Master Deal Type,New Issues Offer Price,New Issues Fees: Gross Spread as Pct of Principal Amount This Market.1,Adjusted Offer Price,Stock Price at Close of Issue Date,Issuer Stock Price 1 Day Prior to Filing Date,ISIN,RICs,bestMatch,symbol,error,best_RIC,RIC_LSE
154084773794,154084773794,2121963,EC,BM,BM,2006-05-19,Hutchison China MediTech Ltd,4295865218.0,IPO,Live,Hong Kong,2006-04-18,,39.9999985,London AIM,Ordinary Or Common Shares,Offer for Subscription|Firm Commitment,na,Healthcare,Panmure Gordon & Co Ltd,Euro & Foreign Common Stock,2.75,-999.0,0.516,4.708,,KYG4672N1016,"['HCM.L', '0013.HK', 'H7T2.F', 'H7T2.SG', 'H7T2.D', 'HCMl.TQ', 'HMDCF.PK', 'H7T2.BE', 'H7T2.MU', 'HCMgb.ASE', '0013stat.HK', 'HCMl.TRE', '0013ta.HK', '0013.HZ', '0013.HS', '0013ta.HZ', 'HMDCF.PQ', 'HCM.xt', 'H7T2.QTX', 'H7T2.TG', 'HCMl.TRU', 'H7T2.DEU', 'H7T2.GTX', 'HCMl.BCU', 'H7T.BE^E08', 'HNCMF.PK^F21', 'HNCMF.PQ^F21', 'HCMgb.PZ^A12', 'HCMl.DAp^E20', 'HCMl.TXEA^B23', 'HCM.mEUR^D12', 'HCMl.TWEA^B21', 'HCMl.TBEA^G23', 'HCMl.TBEA^E22', 'HCM.mGBP^K14', 'HCMl.TRXA^F21', 'HCMl.INS^K08', 'HCM.mGBP^D12', 'HCM.PO^L08', 'KYG4672N1198.GTX^J21', 'HCMl.TRXA^C22', 'HCM.mEUR^K14', 'HCMl.BCO', 'HCMl.VIp']",{'error': 'No best match available'},KYG4672N1016,,,HCM.L
154084773823,154084773823,2123768,EC,BM,BM,2006-04-21,UraMin Inc,4295860351.0,IPO,Live,South Africa,,,60.0,London AIM,Ordinary Shares,Offer for Sale,na,Energy,Canaccord Adams,Euro & Foreign Common Stock,1.2,-999.0,1.2,1.648,,VGG9298V1067,"['UMN.L^I07', 'UMN.TO^H07', 'UMN.F^H07', 'UMN.DE^H07', 'UMN.MU^H07', 'UMN.SG^H07', 'UMN.BE^H07', 'UAMNF.PK^I07', 'UMN.GO^H07', 'UMNf.INS^H07', 'UMNl.INS^I07', 'UMN.PO^I07']",{'error': 'No best match available'},VGG9298V1067,,,
154084773896,154084773896,2134750,UKC,BM,BM,2006-06-02,Inspired Gaming Group PLC,4295897799.0,IPO,Live,United Kingdom,,,108.0,London AIM,Ordinary Or Common Shares,Offer for Sale,na,Technology,Evolution Securities Ltd,UK Common Stock,1.8,-999.0,20.326,3.576,,GB00B155L699,,{'error': 'No best match available'},GB00B155L699,Unknown symbol,,
154084773906,154084773906,2136299,EC,BM,BM,2006-07-10,Pixel Interactive Media Ltd,4295899106.0,IPO,Live,Hong Kong,,,2.379,London AIM,Ordinary Shares,Offer for Sale,na,Consumer Cyclicals,Dawnay Day,Euro & Foreign Common Stock,0.305,-999.0,0.561,0.589,,GB00B16NT577,"['PIXL.L^B10', 'PIXLGBP.PZ^B10', 'PIXL.PO^L08', 'PIXLl.INS^K08', 'PIXL.mGBP^B10', 'PIXL.mEUR^B10']",{'error': 'No best match available'},GB00B16NT577,,,
154084774009,154084774009,2110074,UKC,BM,BM,2006-04-21,Lansdowne Oil & Gas PLC,4295897883.0,IPO,Live,United Kingdom,2006-04-21,,1.60000005,London AIM,Ordinary Shares,Offer for Sale,na,Energy,John East & Partners Ltd,UK Common Stock,0.85,-999.0,1.514,1.88,,GB00B1250X28,"['LOGP.L', 'LOGP.F', 'LOGPl.TRE', 'LOGP.SG', 'LOGP.BE', 'LOGP.xt', 'LOGPl.BCU', 'LOGPl.TRU', 'LOGP.DEU', 'LOGPgb.PZ^A12', 'LOGPl.TWEA^L20', 'LOGPl.TBEA^G23', 'LOGP.TG^K14', 'LOGPl.TRXA^K20', 'LOGPl.TWEA^G23', 'LOGP.mGBP^K14', 'LOGP.PO^L08', 'LOGPl.STp^I20', 'LOGPl.TBEA^C21', 'LOGPl.TWEA^J20', 'LOGP.mEUR^K14', 'LOGPl.BCO']",{'RIC': 'LOGP.L'},GB00B1250X28,,,LOGP.L
154084774069,154084774069,2120436,UKC,BM,BM,2006-05-12,Silverjet PLC,4295897409.0,IPO,Live,United Kingdom,,,25.2999992,London AIM,Ordinary Shares,Offer for Sale,na,Industrials,Arden Partners Ltd,UK Common Stock,1.12,-999.0,2.121,2.321,,GB00B1443S31,"['SILJ.L^G08', 'R8W.BE^G08', 'SILJ.mGBP^G08', 'SILJl.INS^G08', 'SILJ.PO^G08', 'SILJ.mEUR^G08']",{'error': 'No best match available'},GB00B1443S31,,,
154084774080,154084774080,2130948,UKC,BM,BM,2006-01-17,Lipoxen Technologies,4296271030.0,IPO,Live,United Kingdom,,,3.78,London AIM,Ordinary Shares,Offer for Sale,na,Healthcare,Canaccord Adams,UK Common Stock,0.135,-999.0,,,,GB00B08NWV55,"['XENX.L^A14', 'XENEF.PK^J14', 'GPV.BE^A14', 'XENEF.PQ^J14', 'LPXNF.PK^F12', 'XENgb.PZ^A12', 'GPV.TG^A14', 'LIPX.PO^L08', 'LIPXl.INS^K08']",{'error': 'No best match available'},GB00B08NWV55,,,
154084774097,154084774097,2130545,EC,BM,BM,2006-05-16,Infinity Bio-Energy Ltd,4295859574.0,IPO,Live,Brazil,,,591.25,London AIM,Ordinary Shares,Offer for Sale,na,Financials,Collins Stewart Ltd,Euro & Foreign Common Stock,5.5,-999.0,5.5,,,BMG4770S1017,"['IBI.L^I09', 'IFYBF.PK^I10', 'JU2.BE^J09', 'IBI.PO^L08', 'IBI.mGBP^I09', 'IBI.mUSD^I09', 'IBIUSD.PZ^I09', 'IBIl.INS^K08', 'IBI.mEUR^I09']",{'error': 'No best match available'},BMG4770S1017,,,
154084774131,154084774131,2148115,UKC,BM,BM,2006-07-13,Arden Partners PLC,4295896941.0,IPO,Live,United Kingdom,2006-07-13,,15.42063096,London AIM,Ordinary Shares,Offer for Sale,na,Financials,Altium Capital Limited,UK Common Stock,1.62,-999.0,2.986,,,GB00B15CTY44,"['ARDN.L^D22', 'ARDNl.TRE^D22', 'B4Y.BE^D22', 'ARDNgb.PZ^A12', 'ARDNl.TRU^D22', 'ARDN.PO^L08', 'ARDN.mGBP^D12', 'ARDNl.BCO^H22', 'ARDNl.BCU^H22', 'ARDN.mEUR^D12', 'B4Y.TG^K14']",{'error': 'No best match available'},GB00B15CTY44,,,
154084774160,154084774160,2207064,EC,BM,BM,2006-11-02,China MedStar Ltd,4295865021.0,IPO,Live,China (Mainland),,,6.15052932,London AIM,Ordinary Or Common Shares,Offer for Subscription|Placement,na,Healthcare,Evolution Securities Ltd,Euro & Foreign Common Stock,0.78,-999.0,1.488,,,SG9999002489,"['CMDS.F^G08', 'CMDS.L^G08', 'CMDS.DE^G08', 'CMDS.SG^G08', 'CMDS.BE^G08', 'CMDS.PO^G08', 'CMDSl.INS^G08', 'CMDS.DEU^G08']",{'error': 'No best match available'},SG9999002489,,,
154084774225,154084774225,2156786,EC,BM,BM,2006-08-17,Green Dragon Gas Ltd,4295863704.0,IPO,Live,China (Mainland),,,25.09457628,London AIM,Ordinary Or Common Shares,Offer for Sale,na,Energy,Smith & Williamson Corporate Finance Ltd,Euro & Foreign Common Stock,5.56,-999.0,5.229,6.24,,KYG409381053,"['G3EG.L', 'G3J.F', 'G3El.TRE', 'G3J.SG', 'G3J.DEU', 'G3El.TRU', 'G3Egb.ASE', 'G3EG.xt', 'GDGGBP.PAp^B17', 'G3EG.PAp^C18', 'GDG.PAp^A18', 'G3J.DE^E11', 'GDGEUR.PAp^B17', 'G3El.CHI^B21', 'G3El.BS^B21', 'GRDGF.PQ^K19', 'GRDGF.PK^K19', 'GDG.SGp^L17', 'GDGEUR.MIp^L17', 'G3J.BE^A21', 'GDG.Sp^J18', 'G3EGEUR.STp^J18', 'G3EGGBP.STp^J18', 'GDGgb.PZ^A12', 'G3El.BCO^G21', 'GDGl.EDv^B17', 'G3El.BCU^G21', 'G3El.DAp^E20', 'GDG.PO^L08', 'GDG.mGBP^L14', 'G3El.MSF^I21', 'GDG.mUSD^L14', 'GDGGBP.VIp^J18', 'G3El.TRXA^K20', 'GDGl.ED^B17', 'G3EGEUR.VIp^J18', 'G3J.TG^J18', 'GDGl.INS^K08', 'GDG.mEUR^L14', 'G3El.SIG^J21']",{'RIC': 'G3EG.L'},KYG409381053,,,G3EG.L
154084774253,154084774253,2176985,EC,BM,BM,2006-10-31,Proton Power Systems PLC,4295897623.0,IPO,Live,Germany,2006-10-17,,3.131142676,London AIM,Ordinary Or Common Shares,Offer for Subscription,na,Industrials,Bell Lawrie White & Co,Euro & Foreign Common Stock,0.8,-999.0,0.508,1.737,,GB00B140Y116,"['PPS.L', 'P6K0.F', 'P6K0.BE', 'P6K0.MU', 'P6K0.H', 'P6K0.SG', 'P6K0.D', 'P6K0.HA', 'PPSl.TRE', 'P6K0.TG', 'P6K0.DEU', 'PPSl.TRU', 'PPSl_TMP.TXEA', 'P6K0.GTX', 'P6K0.QTX', 'P6K0d.BCU', 'PPSl.BCU', 'P6K0.DE^B23', 'P6K.DE^E11', 'PPSgb.PZ^A12', 'P6Kl.INS^K08', 'PPSl.DAp^G21', 'PPSl.TXEA^K22', 'GB00B140Y116.GTX^J21', 'P6K.PO^L08', 'PPSl.BCO', 'PPSl.VIp', 'P6K0d.BCO']",{'error': 'No best match available'},GB00B140Y116,,,PPS.L
154084774291,154084774291,2107824,EC,BM,BM,2006-02-17,VinaLand Ltd,4297502440.0,IPO,Live,Vietnam,,,204.844779,London AIM,Ordinary Or Common Shares,Offer for Subscription|Firm Commitment,na,Real Estate,L.C.F. Edmond de Rothschild Securities Ltd,Euro & Foreign Common Stock,1.0,-999.0,0.272,,,KYG936361016,"['VNLq.L^H19', 'VNL.DE^E11', 'VNL.F^H19', 'VNLEUR.DEp^K07', 'VNLl.TRE^H19', 'VNLEUR.PAp^K07', 'VNL.MU^H19', 'VNLDF.PK^K19', 'VNLEUR.SGp^K07', 'VNL.BE^H19', 'VNLDF.PQ^K19', 'VNLEUR.OLp^K07', 'VNLEUR.STp^K07', 'VNLgb.PZ^A12', 'VNLq.mEUR^L14', 'VNLl.DAp^E20', 'VNLql.INS^K08', 'LP65020321^I19', 'VNLl.BCO^C20', 'VNLEUR.Ip^K07', 'VNLq.PO^L08', 'VNLq.mGBP^L14', 'VNLq.MB^L17', 'VNLl.BCU^C20', 'VNL.DEU^H19']",{'error': 'No best match available'},KYG936361016,,,
154084774310,154084774310,2130494,EC,BM,BM,2006-07-03,Protonex Technology Corp,4295915645.0,IPO,Live,United States,,,8.7975,London AIM,Ordinary Shares,Offer for Sale,na,Energy,Canaccord Adams,Euro & Foreign Common Stock,0.85,-999.0,1.565,,,US74373K1097,"['PTXu.L^F10', 'PTXT.PK^H11', 'PTXu.PO^L08', 'PTXu.PO^D08', 'PTXuGBP.PZ^F10']",{'error': 'No best match available'},US74373K1097,,,
154084774311,154084774311,2130519,EC,BM,BM,2006-05-31,PowerFilm Inc,4295904256.0,IPO,Live,United States,,,9.6109992,London AIM,Ordinary Shares,Accelerated Bookbuilt,na,Energy,Nomura Code Securities Limited,Euro & Foreign Common Stock,1.2,-999.0,2.244,2.338,,USU732501098,"['PFLM.L^F15', 'PWFM.PK^H09', 'P5D.BE^I06', 'PFLMgb.PZ^A12', 'PFLMl.INS^K08', 'PFLM.mGBP^D12', 'PFLMl.BCO^J15', 'PFLM.mEUR^D12', 'PFLM.PO^L08']",{'error': 'No best match available'},USU732501098,,,
154084774323,154084774323,2128225,EC,BM,BM,2006-05-24,Avarae Global Coins PLC,4295896622.0,IPO,Live,Isle of Man,2006-05-24,,5.0,London AIM,Ordinary Shares,Offer for Sale,na,Financials,Daniel Stewart Securities Plc,Euro & Foreign Common Stock,0.125,-999.0,0.233,0.271,,GB00B137SQ61,"['AVR.L^J16', 'AVR.BE^J16', 'AVRgb.PZ^A12', 'AVR.mEUR^D12', 'AVR.PO^L08', 'AVR.mGBP^D12', 'AVRl.BCO^C17', 'AVR.TG^J16']",{'error': 'No best match available'},GB00B137SQ61,,,
154084774383,154084774383,2201571,UKC,BM,BM,2006-12-15,Vertu Motors PLC,4295898894.0,IPO,Live,United Kingdom,2006-12-20,,25.0000002,London AIM,Ordinary Or Common Shares,Offer for Subscription,na,Consumer Cyclicals,Brewin Dolphin Securities Ltd,UK Common Stock,0.6,-999.0,1.176,,,GB00B1GK4645,"['VTU.L', 'VTU.F', 'VTUl.TQ', 'VTMTF.PK', 'VTUgb.ASE', 'VTUl.TRE', 'VTU.xt', 'VTU.SG', 'VTU.BE', 'VTMTF.PQ', 'VTUl.TRU', 'VTUl.BCU', 'VTUl.TBEA', 'VTUl.TPRM', 'VTU.DEU', 'VTU.DE^E09', 'VTU.F^E09', 'VTUgb.PZ^A12', 'VTUl.INS^K08', 'VTUl.ICEM^K22', 'VTUl.TBEA^E22', 'VTUl.TRXA^K20', 'VTUl.TRXA^F22', 'VTU.TG^K14', 'VTU.PO^L08', 'VTUl.TBEA^G23', 'VTU.DEU^E09', 'VTUl.TWEM^B22', 'VTUl.TWEA^B21', 'VTUl.TWEA^G23', 'VTU.mGBP^K14', 'VTU.mEUR^K14', 'VTUl.ICEM^F22', 'VTUl.TRXA^G23', 'VTUl.BCO', 'VTUl.TWEA']",{'RIC': 'VTU.L'},GB00B1GK4645,,,VTU.L
154084774684,154084774684,2136274,UKC,BM,BM,2006-06-12,Worthington Nicholls Ltd,4295896939.0,IPO,Live,United Kingdom,,,7.5,London AIM,Ordinary Shares,Offer for Sale,na,Industrials,Corporate Synergy PLC,UK Common Stock,0.5,-999.0,92.065,0.921,,GB00B105MM77,,{'error': 'No best match available'},GB00B105MM77,Unknown symbol,,
154084774685,154084774685,2136281,UKC,BM,BM,2006-09-29,Hydrogen Group PLC,4295898614.0,IPO,Live,United Kingdom,2006-09-29,,6.43685856,London AIM,Ordinary Or Common Shares,Offer for Subscription|Offer for Sale,na,Industrials,Oriel Securities Limited,UK Common Stock,2.32,-999.0,4.341,4.51,,GB00B1DJTV45,"['HYDG.L^J20', 'J1O.F^J20', 'HYDGl.TRE^J20', 'J1O.BE^J20', 'J1O.SG^J20', 'HYDGgb.PZ^A12', 'J1O.DEU^J20', 'HYDG.mGBP^D12', 'HYDGl.BCU^G21', 'HYDG.mEUR^D12', 'HYDG.PO^L08', 'J1O.TG^J20', 'HYDGl.DAp^L20', 'HYDGl.DAp^E20', 'HYDGl.BCO^G21']",{'error': 'No best match available'},GB00B1DJTV45,,,
154084774729,154084774729,2161121,EC,BM,BM,2006-04-05,Trinity Capital PLC,4295894906.0,IPO,Live,Isle of Man,,,250.0,London AIM,Ordinary Shares,Offer for Sale,na,Real Estate,Numis Securities Ltd,Euro & Foreign Common Stock,1.0,-999.0,0.478,,,GB00B0ZL5243,"['TRC.L^C18', 'T7T.DE^E11', 'T7T.F^C18', 'TRCl.TRE^C18', 'TNYPF.PK^G08', 'T7T.BE^B18', 'TKNTF.PK^D16', 'TKNTF.PQ^D16', 'TRCgb.PZ^A12', 'TRC.mEUR^D12', 'TRC.mGBP^D12', 'TRCl.INS^K08', 'TRC.PO^L08', 'T7T.TG^C18', 'TRCl.BCO^H18', 'T7T.DEU^C18']",{'error': 'No best match available'},GB00B0ZL5243,,,
154084774778,154084774778,2106718,EC,BM,BM,2006-04-12,Entelos Inc,4295899694.0,IPO,Live,United States,,,11.45591,London AIM,Ordinary Shares,Offer for Sale,na,Healthcare,Evolution Securities Ltd,Euro & Foreign Common Stock,0.828,-999.0,1.447,1.566,,USU2936A1098,"['ENTLq.L^G09', 'ENTLq.mGBP^G09', 'ENTLGBP.PZ^G09', 'ENTLqGBP.PZ^G09', 'ENTLq.PO^L08', 'ENTLq.mEUR^G09', 'ENTLql.INS^K08']",{'error': 'No best match available'},USU2936A1098,,,
154084774786,154084774786,2101079,UKC,BM,BM,2006-03-10,Ovum PLC,4295896954.0,IPO,Live,United Kingdom,2006-03-10,,10.205964,London AIM,Ordinary Shares,Offer for Sale,na,Industrials,Bridgewell Securities Ltd,UK Common Stock,1.9,-999.0,3.279,3.633,,GB00B104T120,"['OVM.L^A07', 'OVM.BE^A07', 'OVM.PO^A07']",{'error': 'No best match available'},GB00B104T120,,,
154084774799,154084774799,2125078,UKC,BM,BM,2006-04-26,Oxford Catalysts Group PLC (NOW 9A4534),4295898950.0,IPO,Live,United Kingdom,2006-04-26,,17.0000001,London AIM,Ordinary Shares,Offer for Sale,na,Energy,KBC Peel Hunt Ltd,UK Common Stock,1.74,-999.0,2.618,3.532,,GB00B11SZ269,"['VLSV.L', 'O7N.F', 'OXFCF.PK', 'O7N.D', 'O7N.BE', 'O7N.MU', 'O7N.SG', 'VLSl.TQ', 'VLSgb.ASE', 'VLSl.TRE', 'OXFCF.PQ', 'VLSV.xt', 'O7N.TG', 'VLSl.TRU', 'O7N.DEU', 'VLSl.TXEA', 'O7N.QTX', 'O7N.GTX', 'VLSl.BCU', 'OCG.DE^E11', 'OCGgb.PZ^A12', 'O7N.TG^L18', 'GB00B11SZ269.GTX^J21', 'VLSl.DAp^G21', 'VLSl.ICEM^B23', 'VLSl.TRXA^K20', 'OCG.mEUR^D12', 'VLSV.mEUR^K14', 'VLSl.TRXA^L21', 'VLSl.TBEA^E22', 'OCG.mGBP^D12', 'OCG.PO^L08', 'VLSl.TRXA^I21', 'VLSl.TWEA^C21', 'VLSV.mGBP^K14', 'VLSl.BCO', 'VLSl.VIp']",{'RIC': 'VLSV.L'},GB00B11SZ269,,,VLSV.L
154084774800,154084774800,2125127,UKC,BM,BM,2006-04-28,Bioganix PLC,4295897687.0,IPO,Live,United Kingdom,2006-04-28,,3.0500004,London AIM,Ordinary Shares,Offer for Sale,na,Government Activity,Rowan Dartington & Co Ltd,UK Common Stock,1.2,-999.0,2.19,2.583,,GB00B128L167,"['BGX.L^C09', 'BGXGBP.PZ^C09', 'BGX.PO^L08']",{'error': 'No best match available'},GB00B128L167,,,
154084774834,154084774834,2127690,UKC,BM,BM,2006-05-09,Atelis Ltd,4295897337.0,IPO,Live,United Kingdom,,,1.0,London AIM,Ordinary Shares,Offer for Sale,na,Financials,Lewis Charles Securities Ltd,UK Common Stock,0.2,-999.0,0.373,0.435,,GB00B13G7008,"['ATIS.L^D10', 'L8Y.BE^D10', 'ATISGBP.PZ^D10', 'ATIS.PO^L08']",{'error': 'No best match available'},GB00B13G7008,,,
154084774836,154084774836,2127725,EC,BM,BM,2006-05-24,Prosperity Minerals Holdings Ltd,4295897698.0,IPO,Live,Jersey,,,115.00044,London AIM,Ordinary Or Common Shares,Offer for Sale,na,Basic Materials,Evolution Securities Ltd,Euro & Foreign Common Stock,1.48,-999.0,2.765,2.849,,GB00B145WP66,"['PMHL.L^J13', 'PMHL.DE^E11', 'PMHL.F^J13', 'PMHL.BE^J13', 'PMHL.SG^J13', 'PSPYF.PK^L10', 'PMHLgb.PZ^A12', 'PMHLl.INS^K08', 'PMHL.mEUR^D12', 'PMHL.TG^J13', 'PMHL.PO^L08', 'PMHL.mGBP^D12', 'PMHL.DEU^J13']",{'error': 'No best match available'},GB00B145WP66,,,
154084774898,154084774898,2135708,EC,BM,BM,2006-06-05,Macau Property Opportunities Fund Ltd,4297649305.0,IPO,Live,Guernsey,,,105.0,London AIM,Ordinary Or Common Shares,Offer for Sale,na,Financials,Collins Stewart Ltd,Euro & Foreign Common Stock,1.0,-999.0,1.58,1.877,,GB00B1436N68,,{'error': 'No best match available'},GB00B1436N68,Unknown symbol,,
154084774911,154084774911,2141119,EC,BM,BM,2006-06-21,OCZ Technology Group Inc,4295902577.0,IPO,Live,United States,,,4.9075,London AIM,Ordinary Shares,Offer for Sale,na,Technology,John East & Partners Ltd,Euro & Foreign Common Stock,0.65,-999.0,1.199,1.43,,USU675091065,"['OCZ.L^D09', 'OCZ.BE^D09', 'OCZ.PO^L08', 'OCZ.mEUR^D09', 'OCZ.mGBP^D09', 'OCZGBP.PZ^D09', 'OCZl.INS^K08']",{'error': 'No best match available'},USU675091065,,,
154084774912,154084774912,2141141,EC,BM,BM,2006-06-27,Nanette Real Estate Group NV,4295884967.0,IPO,Live,Netherlands,2006-06-27,,10.00000001,London AIM,Ordinary Shares,Offer for Sale,na,Consumer Cyclicals,KBC Peel Hunt Ltd,Euro & Foreign Common Stock,0.77,-999.0,1.403,1.485,,NL0000685246,"['NANR.L^I09', 'NANRGBP.PZ^I09', 'NANR.mEUR^I09', 'NANRl.INS^K08', 'NANR.mGBP^I09', 'NANR.PO^L08']",{'error': 'No best match available'},NL0000685246,,,
154084774913,154084774913,2141166,UKC,BM,BM,2006-06-21,May Gurney Integrated Services PLC,4295896931.0,IPO,Live,United Kingdom,,,44.13429576,London AIM,Ordinary Shares,Offer for Sale,na,Industrials,Altium Capital Limited,UK Common Stock,1.86,-999.0,3.432,3.807,,GB00B1528L44,"['MAYG.L^G13', 'MAYG.F^G13', 'MAYG.DE^E11', 'MAYG.BE^G13', 'MAYGgb.ISD^G13', 'MAYGgb.PZ^A12', 'MAYG.mEUR^D12', 'MAYG.rEUR^J09', 'MAYGl.INS^K08', 'MAYG.mEUR^K14', 'MAYG.mGBP^K14', 'MAYG.mGBP^D12', 'MAYG.PO^L08', 'MAYG.TG^G13', 'MAYG.DEU^G13', 'MAYG.rGBP^J09']",{'error': 'No best match available'},GB00B1528L44,,,
154084775074,154084775074,2139284,EC,BM,BM,2006-06-15,GEONG International Ltd,4295896921.0,IPO,Live,China (Mainland),,,0.48,London AIM,Ordinary Shares,Offer for Sale,na,Technology,Hichens Harrison,Euro & Foreign Common Stock,0.3,-999.0,0.554,,,GB00B1570688,"['GNG.L^K15', 'G2Z.BE^K15', 'GNGgb.PZ^A12', 'G2Z.TG^K14', 'GNGl.BCO^B16', 'GNG.PO^L08', 'GNGl.INS^K08']",{'error': 'No best match available'},GB00B1570688,,,
154084775086,154084775086,2122410,EC,BM,BM,2006-04-20,Cap-XX Ltd,4295856395.0,IPO,Live,Australia,,,17.14299969,London AIM,Ordinary Or Common Shares,Firm Commitment|Offer for Subscription,na,Technology,Collins Stewart Ltd,Euro & Foreign Common Stock,0.93,-999.0,1.653,1.698,,AU0000XINAS1,"['CAPX.L', 'CPXl.TRE', 'CPXl.TRU', 'CPXl.BCU', 'CPXLF.PK^F20', 'WBT.BE^E08', 'CPXLF.PQ^F20', 'CPXgb.PZ^A12', 'CAPZ.mEUR^B08', 'CPXl.DAp^E20', 'CAPX.mGBP^K14', 'CAPX.mEUR^K14', 'CAPX.PO^L08', 'CAPZ.mGBP^D08', 'CPXl.BCO']",{'RIC': 'CAPX.L'},AU0000XINAS1,,,CAPX.L
154084775088,154084775088,2129434,EC,BM,BM,2006-04-20,Deutsche Land PLC,4295899116.0,IPO,Live,Isle of Man,,,100.0,London AIM,Ordinary Shares,Offer for Sale,na,Real Estate,SP Angel & Co,Euro & Foreign Common Stock,1.0,-999.0,1.231,1.378,,GB00B10QQ280,"['DLD.L^K09', 'DLD.F^K09', 'DLD.DE^K09', 'DLD.BE^K09', 'DULDF.PK^H09', 'DLDGBP.PZ^K09', 'DLDl.INS^K08', 'DLD.DEU^K09', 'DLD.mEUR^K09', 'DLD.mGBP^K09', 'DLD.PO^L08']",{'error': 'No best match available'},GB00B10QQ280,,,
154084775134,154084775134,2135754,UKC,BM,BM,2006-06-15,Dillistone Group Plc,4295894301.0,IPO,Live,United Kingdom,,,0.65,London AIM,Ordinary Shares,Offer for Sale,na,Technology,Rowan Dartington & Co Ltd,UK Common Stock,1.25,-999.0,0.77,2.468,,GB00B13QQB40,"['DSG.L', 'DSGgb.ASE', 'DSGl.TRE', 'DSG.SG', 'DSG.BE', 'DSGl.BCU', 'DSGl.TRU', 'DSGgb.PZ^A12', 'DSG.TG^E13', 'DSG.PO^L08', 'DSGl.BCO']",{'RIC': 'DSG.L'},GB00B13QQB40,,,DSG.L
154084775135,154084775135,2135785,UKC,BM,BM,2006-06-08,Summit Resources PLC,4295897577.0,IPO,Live,United Kingdom,,,3.67848,London AIM,Ordinary Shares,Offer for Sale,na,Energy,Hichens Harrison,UK Common Stock,0.02,-999.0,0.036,0.042,,GB00B142G994,"['ATCP.L^A16', 'ATCP.DE^E11', 'ATCP.F^A16', 'ATCPl.INS^L07', 'ATCPEUR.MIp^A16', 'ATCP.SG^A16', 'ATCgb.PZ^A12', 'ATCP.PO^L07', 'ATCP.DEU^A16', 'ATCl.BCO^E16', 'ATCPl.INS^K08', 'ATCP.PO^L08']",{'error': 'No best match available'},GB00B142G994,,,
154084775150,154084775150,2144960,EC,BM,BM,2006-06-30,China Biodiesel International Holding Co Ltd,4295860325.0,IPO,Live,China (Mainland),,,8.00000025,London AIM,Ordinary Shares,Offer for Sale,na,Basic Materials,Evolution Securities Ltd,Euro & Foreign Common Stock,0.85,-999.0,1.57,1.829,,VGG211791097,"['CBI.L^G10', 'F7S.F^G10', 'F7S.DE^G10', 'F7S.SG^G10', 'F7S.BE^G10', 'CBIGBP.PZ^G10', 'CBI.mGBP^G10', 'F7S.DEU^G10', 'CBI.mEUR^G10', 'F7S.TG^G10', 'CBI.PO^L08', 'CBIl.INS^K08']",{'error': 'No best match available'},VGG211791097,,,
154084775226,154084775226,2150217,UKC,BM,BM,2006-08-04,CareCapital Group PLC,4295894266.0,IPO,Live,United Kingdom,,,7.4989977,London AIM,Ordinary Shares,Offer for Sale,na,Real Estate,Daniel Stewart Securities Plc,UK Common Stock,0.3,-999.0,14.268,0.639,,GB00B16JQ761,,{'error': 'No best match available'},GB00B16JQ761,Unknown symbol,,
154084775249,154084775249,2124619,UKC,BM,BM,2006-04-27,Baltic Oil Terminals PLC,4295897657.0,IPO,Live,United Kingdom,2006-04-27,,31.3999994,London AIM,Ordinary Or Common Shares,Offer for Sale,na,Energy,Arden Partners Ltd,UK Common Stock,1.4,-999.0,2.521,2.972,,GB00B12V3082,"['PAN.L^G14', 'BTC.F^G14', 'BTC.DE^E11', 'BTC.SG^G14', 'BTC.BE^G14', 'BACTF.PK^G10', 'BTCgb.PZ^A12', 'BTC.DEU^G14', 'BTCl.INS^K08', 'BTC.PO^L08', 'PANl.BCO^K14', 'BTC.mEUR^D12', 'BTC.mGBP^D12']",{'error': 'No best match available'},GB00B12V3082,,,
154084775310,154084775310,2121555,EC,BM,BM,2006-04-21,Burst Media Corp,4295899549.0,IPO,Live,United States,,,37.93802898,London AIM,Ordinary Shares,Offer for Subscription|Offer for Sale,na,Consumer Cyclicals,Altium Capital Limited,Euro & Foreign Common Stock,0.82,-999.0,1.461,1.559,,USU122051076,"['BRST.L^E11', 'BRSTgb.PZ^E11', 'BRST.mEUR^G11', 'BRST.PO^L08', 'BRST.mGBP^G11', 'BRSTl.INS^K08']",{'error': 'No best match available'},USU122051076,,,
